Model,Accuracy,ROC_AUC,Daily_IC,ICIR
LASSO,0.5215435196400762,0.5189986689700185,0.026036670301351462,2.1969373510735943
Elastic Net,0.5215435196400762,0.5190048269595552,0.02605051344439126,2.198298998866409
Random Forest,0.5475868026010391,0.5414778888084689,0.033166963774430035,3.0018007075466118
XGBoost,0.5437041210767398,0.5373200170844116,0.024720121673185123,3.0176933263482746
