Strategy,Scenario,Ann. Excess Return,Ann. Volatility,Sharpe,Sortino,Max Drawdown,Max DD Duration (Days),VaR 95% Daily,ES 95% Daily
SP500,COVID-19 Crash (Feb-Apr 2020),-0.45745739021798004,0.6781398248322609,-0.6745767959154043,-1.0180592888055653,-0.34130611913393105,50,-0.06674373847658863,-0.09809373847658863
LASSO_LS,COVID-19 Crash (Feb-Apr 2020),-0.8303935708249165,0.41286424417331746,-2.0112993133799284,-3.090762745300243,-0.2354481042139736,50,-0.03579614892155847,-0.055778522361015125
LASSO_LS_StopLoss,COVID-19 Crash (Feb-Apr 2020),-0.9181621363161063,0.16525447010798575,-5.556050227967401,-6.618851675566456,-0.1720250989474846,50,-0.02482740307977855,-0.03391857793548934
ElasticNet_LS,COVID-19 Crash (Feb-Apr 2020),-0.825688888184382,0.40404497160491964,-2.0435568964133806,-3.1251190502671933,-0.23034229965755126,50,-0.03264704024884296,-0.05380997288226987
ElasticNet_LS_StopLoss,COVID-19 Crash (Feb-Apr 2020),-0.8970001615517659,0.1612310281849048,-5.563446264964941,-6.729463367656051,-0.16809205444797787,50,-0.026677983754017393,-0.0316892831216875
RF_LS,COVID-19 Crash (Feb-Apr 2020),0.10833641101209095,0.33709694311762184,0.3213805797529572,0.4795604174801999,-0.130431442254417,21,-0.031994059884556086,-0.04160478620331539
RF_LS_StopLoss,COVID-19 Crash (Feb-Apr 2020),0.10833641101209095,0.33709694311762184,0.3213805797529572,0.4795604174801999,-0.130431442254417,21,-0.031994059884556086,-0.04160478620331539
XGB_LS,COVID-19 Crash (Feb-Apr 2020),-0.39944589462914626,0.2789365379199524,-1.4320314491885497,-2.792750566749608,-0.14273250243406602,50,-0.02424819246727808,-0.031659677314776466
XGB_LS_StopLoss,COVID-19 Crash (Feb-Apr 2020),-0.7864110958868433,0.11142060982978878,-7.058039774582107,-8.202469292283226,-0.14818278815501984,50,-0.013522284962644588,-0.022116918386997076
LSTM_LS,COVID-19 Crash (Feb-Apr 2020),-0.05439528407852817,0.572595780575223,-0.09499770330805321,-0.18117144953374076,-0.2864849490451314,50,-0.049867690424084676,-0.06629915813220817
LSTM_LS_StopLoss,COVID-19 Crash (Feb-Apr 2020),-0.593902701685067,0.12704084137018526,-4.674895846718218,-5.555981975359451,-0.10993070382174712,50,-0.01997162687548623,-0.023464429681046717
SP500,Rate Hike Sell-Off (2022),-0.22183876276700007,0.254078569685921,-0.8731108768489442,-1.383833884940196,-0.26059596227246706,215,-0.029243738476588624,-0.03584828393113408
LASSO_LS,Rate Hike Sell-Off (2022),-0.7476577781587922,0.29483498793168395,-2.535851607720423,-4.0733228489043425,-0.48524275760058655,215,-0.03199703911635229,-0.04027543956458835
LASSO_LS_StopLoss,Rate Hike Sell-Off (2022),-0.2961652542372882,0.0035955816262855317,-82.3692200650291,-82.3692200650291,-0.22302157319784124,215,-0.0015593220338983049,-0.0017051789077212809
ElasticNet_LS,Rate Hike Sell-Off (2022),-0.7395198723733356,0.2942321997327904,-2.5133886537399275,-4.055732830976562,-0.48122768653617176,215,-0.03229470882227809,-0.040040942373170636
ElasticNet_LS_StopLoss,Rate Hike Sell-Off (2022),-0.2952556497175141,0.0035150238777792273,-83.99819175739285,-83.99819175739285,-0.22241465441765218,215,-0.0015274011299435029,-0.0017013353877760656
RF_LS,Rate Hike Sell-Off (2022),-0.6569906088402433,0.21005882072832227,-3.127650657860049,-5.059040307934888,-0.4325352105365913,215,-0.023590267905420875,-0.02934346338473505
RF_LS_StopLoss,Rate Hike Sell-Off (2022),-0.30112787193973634,0.003681659853468161,-81.79133432331366,-81.79133432331366,-0.22647864065169832,215,-0.0015254237288135593,-0.00168954802259887
XGB_LS,Rate Hike Sell-Off (2022),-0.6950689220356648,0.18862712722624603,-3.684883146218808,-5.762475115641696,-0.4520249117305132,215,-0.022640578768115496,-0.0271810576435671
XGB_LS_StopLoss,Rate Hike Sell-Off (2022),-0.42890951035781544,0.0035831814505031387,-119.70075093394708,-119.70075093394708,-0.3067196175281063,215,-0.0020677966101694915,-0.0022244350282485874
LSTM_LS,Rate Hike Sell-Off (2022),-0.43879484536785457,0.2580464854987756,-1.7004488339366923,-2.6596899156442637,-0.3513780972113237,215,-0.02829564566544941,-0.03407521057602576
LSTM_LS_StopLoss,Rate Hike Sell-Off (2022),-0.07144416195856874,0.0026588346275325924,-26.870479727755452,-26.870479727755452,-0.05884682746899768,215,-0.000406779661016949,-0.0005957409821816601
SP500,Yen Carry Trade Panic (Aug 2024),0.2992529038996666,0.23706419700157172,1.2623285493324938,1.73707851389453,-0.0656424601338876,11,-0.023268738476588627,-0.030093738476588628
LASSO_LS,Yen Carry Trade Panic (Aug 2024),0.41010857301713366,0.3243883037120211,1.2642520347503392,1.8440530909146966,-0.03997236071933322,5,-0.03401078162083591,-0.039972360719333244
LASSO_LS_StopLoss,Yen Carry Trade Panic (Aug 2024),-0.5458189655172414,0.007653692774057963,-71.31445978172573,-71.31445978172573,-0.03182936092014772,15,-0.0028189655172413796,-0.0028965517241379313
ElasticNet_LS,Yen Carry Trade Panic (Aug 2024),0.44988793588420256,0.3245062829565561,1.3863766574418905,2.0660829270738015,-0.03949110051165287,5,-0.03330154080493688,-0.03949110051165287
ElasticNet_LS_StopLoss,Yen Carry Trade Panic (Aug 2024),-0.5469051724137931,0.007504113022024964,-72.88072165339166,-72.88072165339166,-0.03192966868118213,15,-0.0027931034482758625,-0.0028965517241379313
RF_LS,Yen Carry Trade Panic (Aug 2024),0.06329911436184277,0.25647184885085417,0.24680726031125952,0.3369908550748313,-0.0320706819702457,6,-0.02710282312069135,-0.031081238122774062
RF_LS_StopLoss,Yen Carry Trade Panic (Aug 2024),-0.5382155172413793,0.006570187233661958,-81.91783553501558,-81.91783553501558,-0.03169508414506937,15,-0.0026379310344827587,-0.002793103448275862
XGB_LS,Yen Carry Trade Panic (Aug 2024),0.30646122547330606,0.24719594557585775,1.2397502101395161,1.7606062055844642,-0.03051126487727269,6,-0.022650445604961666,-0.03051126487727276
XGB_LS_StopLoss,Yen Carry Trade Panic (Aug 2024),-0.55125,0.005817083986996555,-94.763974739278,-94.763974739278,-0.03239727586795066,15,-0.002663793103448276,-0.0026896551724137933
LSTM_LS,Yen Carry Trade Panic (Aug 2024),0.17823239676808955,0.13196258984665318,1.3506282119440371,1.5258835503816426,-0.021387791351183773,3,-0.012502100408697786,-0.021387791351183686
LSTM_LS_StopLoss,Yen Carry Trade Panic (Aug 2024),-0.055939655172413796,0.0006619881416183238,-84.5025033766638,-84.5025033766638,-0.0033739980303178806,15,-0.00027586206896551736,-0.00027586206896551736
