Model,Accuracy,ROC_AUC,Daily_IC,ICIR
LASSO,0.5220131654140474,0.5110298128134213,0.02499012685372082,2.3452605799985413
Elastic Net,0.5224013635250387,0.5112102065930466,0.025733689439305707,2.34459022592345
Random Forest,0.5180762034557962,0.49838393826332367,0.015291843621792143,1.450986083788234
XGBoost,0.514948959445793,0.49895097746458633,0.017009901024619297,1.407531265199572
LASSO Regressor,0.477765245106288,0.48905133757844554,0.0,0.0
Elastic Net Regressor,0.49464103337337495,0.5025779871194174,0.01610944741347101,1.3127139386401827
Random Forest Regressor,0.49629379099613635,0.4965740308896506,0.012969527811304896,1.2119986342511837
XGBoost Regressor,0.49487095328460584,0.5035646893189535,0.01197615757247751,1.0266024427750584
