Model,Accuracy,ROC_AUC,Daily_IC,ICIR
LASSO,0.5235612568830191,0.5098446778338191,0.02649800424768685,2.023445577142432
Elastic Net,0.5240011341413648,0.5107829490530043,0.02762809008991393,2.12654384462158
Random Forest,0.5188603999173242,0.5004841416761916,0.008866743471438595,0.9135098955696237
XGBoost,0.5207855253883374,0.5022037244534505,0.016194878711292965,1.437393277036174
LASSO Regressor,0.4868235562221433,0.5017498735124197,0.0,0.0
Elastic Net Regressor,0.49815172055604723,0.5000130053182481,0.00025680898783434923,0.015384249148380255
Random Forest Regressor,0.4995375989061365,0.49706839753496307,0.010094233015913359,0.8876820635013702
XGBoost Regressor,0.49742565809347655,0.5021060816480656,0.006873562581858666,0.484803887892193
