Model,Accuracy,ROC_AUC,Daily_IC,ICIR
LASSO,0.5830507089884753,0.6146721602011715,0.2957098595859758,47.768879092298306
Elastic Net,0.5831582047773278,0.6147657128629407,0.2957155948260661,47.77338487625532
Random Forest,0.582881940599977,0.6136030904184824,0.2926452110110503,48.2608431089931
XGBoost,0.5820101497523834,0.6140564096727068,0.29379495631191405,47.764836738124814
