Model,Accuracy,ROC_AUC,Daily_IC,ICIR
LASSO,0.5371783715331507,0.5216554517779766,0.048233613247370875,3.8376299331633965
Elastic Net,0.5357443970027054,0.5252116395305436,0.04582891783647126,4.264698026005483
Random Forest,0.5397348078270968,0.5391061855289441,0.027127299984465492,3.1294369836069595
XGBoost,0.5294091754053899,0.528117858468965,0.0287358556271198,3.1639663666418856
LASSO Regressor,0.5337212570217348,0.4868551693293823,-0.031940667203510145,-3.089005546670918
Elastic Net Regressor,0.5337212570217348,0.48762500155245725,0.039268252805476765,4.486575523590055
Random Forest Regressor,0.5276941621830273,0.5130551174246247,0.011340208871013847,1.2021742962883362
XGBoost Regressor,0.5286642535713922,0.5141201692394458,0.03233647764230978,3.896465369999575
