Horizon,Features,Model,Accuracy,Daily_IC,ICIR,Long_Return,Long_Sharpe,Long_MaxDD,Short_Return,Short_Sharpe,Short_MaxDD,Long_Return_TPSL,Long_Sharpe_TPSL,Short_Return_TPSL,Short_Sharpe_TPSL
1d,50,LASSO,0.5234529998116225,0.019144434844283114,1.4691464483043795,-0.02452448936357392,-0.10098019078877554,-0.4325244025381204,-0.20852422396122247,-0.6881535296740284,-0.7599745329910438,0.3142317068985812,1.949377388621595,0.18178579198575562,1.0158194427354066
1d,50,Elastic Net,0.522776978398043,0.02080853392592373,1.613335023519588,-0.001225552946299978,-0.004989231961929978,-0.4215325333357609,-0.20308631682369002,-0.6800658399317966,-0.7534735730657155,0.33948082534680657,2.07573960171245,0.18651524238313363,1.0609258536359756
1d,50,Random Forest,0.5174863760308993,0.00532262879653232,0.5588727732580678,-0.07190615068371775,-0.2689661891967707,-0.5795468072217265,-0.15547742087146113,-0.6654067566445185,-0.6192076174406329,0.3017880997810888,1.830550291234363,0.1592229191514342,1.0467292141616207
1d,50,XGBoost,0.5203120386588056,0.010510285099556878,0.9529396176499557,-0.04246178829587862,-0.16348077415912224,-0.470921421759294,-0.17464861061889997,-0.6620197925995145,-0.6648208051371798,0.35288395243833476,2.1480253475441953,0.15882303159995242,0.9819363625258726
1d,50,Transformer,0.5221490533696194,0.013881466657609493,1.0609937237689795,0.10526276653072306,0.44122127561666097,-0.36445538574165265,0.06728796256587298,0.20902814567177924,-0.4715268120587255,0.4177263770388356,2.666193976139651,0.5201055108432492,2.767908330999103
1d,50,LASSO Regressor,0.4866712892636844,0.04036110189600039,0.0,0.1276153278376196,0.5536712536404582,-0.3850969873160753,0.07799111190620436,0.32618471360930934,-0.43103171886254016,0.45270128339796634,2.998849355360341,0.4009388310385379,2.649719629373633
1d,50,Elastic Net Regressor,0.4981569732410417,0.00015211063998660522,0.009225065341610264,0.07734060368003924,0.27280506213051237,-0.41341600275197177,0.03964676440432876,0.17636361935867206,-0.43103171886254016,0.5204506247986431,2.808480828951357,0.2986227328843439,2.1324342384893344
1d,50,Random Forest Regressor,0.4988009303978506,0.007754330521304902,0.6841655177828143,0.039647810723284105,0.12345207430329223,-0.49634405119958114,-0.10212967133218029,-0.36504824256184554,-0.5225537221322392,0.568021921027751,3.003386325934824,0.2534879259189879,1.6100595312405714
1d,50,XGBoost Regressor,0.49601267606950994,0.004160622872584401,0.294606034611909,0.05557518309463995,0.18172457494773855,-0.4378527453193121,-0.0337515656775502,-0.11084404258100723,-0.5452343165301352,0.5538153715309059,2.8409535553126517,0.27906215208651625,1.7359743328074493
1d,50,Transformer Regressor,0.4918737149247091,0.0011144901971295986,0.1174628579491811,-0.006147129777182868,-0.024052942565790648,-0.4209096188573203,-0.006650748889307827,-0.027143890974647995,-0.4419480036844945,0.4145160366085103,2.471935413646918,0.28692533829039124,1.943780426848153
