Model,Accuracy,ROC_AUC,Daily_IC,ICIR
LASSO,0.5286784431649225,0.4929030692939197,-0.01486650446657279,-1.4133811117212391
Elastic Net,0.5286784431649225,0.4927772977610836,-0.015079783419203279,-1.4285139031306708
Random Forest,0.5230530586171508,0.5106585339966999,0.023671357199441457,1.8668192758603703
XGBoost,0.5225132990082536,0.5096495403340072,0.017385058611422317,1.400444057048649
