Model,Observations (Days),Mean IC,IC Volatility,ICIR,NW_t_Stat,p_Value
LASSO,1253,0.013684172084969843,0.22302919808850344,0.973995778443559,2.388704583727448,0.01690789171348731
Elastic Net,1253,0.0139351433190713,0.22231699425042661,0.9950365827123927,2.44036273254007,0.014672520923141297
Random Forest,1253,0.010732402485755905,0.13613175524799584,1.2515199512046076,2.7672613692512122,0.005652941368718304
XGBoost,1253,0.01505577148564843,0.18292241950169316,1.3065810278178998,3.070254804112982,0.0021387621935102957
Transformer,1253,0.010929821680696929,0.26717165908813983,0.6494159629079412,1.5832863633535756,0.11335620963188149
Elastic Net Regressor,753,0.013437888122232703,0.19414053787983565,1.0987909224607912,2.2586510674401823,0.02390509852277036
Random Forest Regressor,1253,0.0023246053958799894,0.12428272800003942,0.29691950954868096,0.7259745084681133,0.467854397959663
XGBoost Regressor,1253,0.006270532778798229,0.13195106657828232,0.7543828519523076,1.75617896438425,0.07905785533407624
Transformer Regressor,1004,-0.005792172843140332,0.20046960730605679,-0.45866251047985906,-1.0078207906619152,0.31354050302960845
