Model,Accuracy,ROC_AUC,Daily_IC,ICIR
LASSO,0.5107330113094324,0.5557877694753337,0.028342660600821683,2.6291986263117746
Elastic Net,0.5107430798003418,0.5557998251276974,0.028352937127508304,2.630159877222522
Random Forest,0.588062797177802,0.6329607636070421,0.05863766707553254,5.373729124901871
XGBoost,0.567857853045341,0.6307693629396595,0.05762057746759551,5.172940946032413
