Model,Accuracy,ROC_AUC,Daily_IC,ICIR
LASSO,0.5214414915023151,0.521598591447069,0.031439288056615534,2.8484673170694634
Elastic Net,0.5214414915023151,0.5216067040922255,0.03145691073428324,2.8505623578820583
Random Forest,0.5448572070994732,0.5555274257923878,0.051824064547654716,5.902431838584313
XGBoost,0.5401826569031964,0.5579618019408923,0.05078339316210819,6.1950906602158184
