Model,Accuracy,ROC_AUC,Daily_IC,ICIR
LASSO,0.5112204084833682,0.5293505178880659,0.0026630625379108386,0.5152437463788822
Elastic Net,0.5135642022474428,0.5291906536340744,0.0025820370768376037,0.5056215150768466
Random Forest,0.5406388294475504,0.5708718394650031,0.013298648753787558,2.1226002380590643
XGBoost,0.5409525303337553,0.5753820185126204,0.018056345659004075,2.546769508202867
