Model,Accuracy,ROC_AUC,Daily_IC,ICIR
LASSO,0.5417870479021785,0.5212533339185288,0.024633386164041725,2.665744024771901
Elastic Net,0.5403985042886419,0.5206056392764687,0.023736212341515087,2.505201877851428
Random Forest,0.5466186129247906,0.5304639982361415,0.021773774326444655,1.8275046869320788
XGBoost,0.5369142645162703,0.5223291285830619,0.01693217540102313,1.4815727609286276
