Strategy,TxCost (bps),Ann. Excess Return,Ann. Volatility,Sharpe,Sortino,Max Drawdown,Max DD Duration (Days),VaR 95% Daily,ES 95% Daily
SP500,0,0.15332868549448647,0.2162243611786201,0.7091184575998061,0.8679789160664297,-0.3436081444684361,515,-0.019593785321867438,-0.032652876230958354
LASSO_Long,0,0.17434383619455673,0.28609144614062243,0.6093989825507106,0.7847303368488019,-0.41847878943779576,611,-0.025090264938923613,-0.04175674942325507
LASSO_Short,0,0.04075838859036499,0.24696533299559478,0.16503688228619526,0.22513452703871759,-0.3790493877546309,703,-0.0236385614631874,-0.036053329832113706
LASSO_LS,0,0.13358544760419172,0.23230584632527632,0.5750412644249359,0.7888942030338787,-0.3459320123578303,954,-0.022947330860212212,-0.03404160952766069
LASSO_Long_QNT,0,0.15859213828100857,0.2624676876806927,0.6042349048083404,0.7758594517859986,-0.4015005421907613,611,-0.02351939652178845,-0.03821958369048117
LASSO_Short_QNT,0,0.06378990224487219,0.24272733718252237,0.26280477092246285,0.35121005334647737,-0.3854297678491995,497,-0.022784996037131664,-0.03539100495716404
LASSO_LS_QNT,0,0.09480223603613637,0.18302257912097233,0.5179810955099424,0.7031872056435073,-0.30197510474505646,1081,-0.01904317579525585,-0.02714432244512582
LASSO_Long_TPSL,0,0.6271557251028526,0.1823195736247153,3.4398705121688327,6.945267293542686,-0.102918218283489,56,-0.015428218089302967,-0.017627903282230472
LASSO_Short_TPSL,0,0.39250269337416094,0.16203316149247526,2.4223602734085303,4.855414502830135,-0.10371439929256954,85,-0.014573479383297061,-0.01657208562965935
LASSO_LS_TPSL,0,0.23465303172869154,0.16540422512561134,1.4186640731244395,2.2243870390945655,-0.16111706732090814,296,-0.016854847671071645,-0.021774602864993924
ElasticNet_Long,0,0.17235946248372355,0.2855931419262497,0.6035140105998515,0.7833162347966451,-0.40757803519282526,617,-0.025363387669468246,-0.04157761515441865
ElasticNet_Short,0,0.03734093335389973,0.24732966372253565,0.15097636406359363,0.20471508072895916,-0.3849563513410194,703,-0.023632704780189733,-0.0362899567304283
ElasticNet_LS,0,0.13501852912982384,0.23185174829998176,0.582348548673137,0.8020586057276312,-0.34507825175329493,864,-0.02405413399619003,-0.03396713831846273
ElasticNet_Long_QNT,0,0.16001186804408943,0.2620555748520718,0.6106028010829947,0.7863289951843695,-0.39835824481814797,597,-0.023492430406803346,-0.038121820327160376
ElasticNet_Short_QNT,0,0.05889896160900286,0.24335935313683413,0.24202464729549816,0.3240553490172333,-0.38501031113589895,703,-0.0225774863291256,-0.035566428080281376
ElasticNet_LS_QNT,0,0.10111290643508658,0.18336058712430933,0.551442968311053,0.7446098874885272,-0.28598327273229246,940,-0.019521975546571414,-0.027178280014354215
ElasticNet_Long_TPSL,0,0.6242811214034786,0.18268750975014356,3.41720746129437,6.939070389657056,-0.10404411218772773,56,-0.01538380915144588,-0.017653820288546788
ElasticNet_Short_TPSL,0,0.38604567990874517,0.16142472495102955,2.3914903991681418,4.774268801936066,-0.10376842166092223,86,-0.014312906230962392,-0.016551906824536083
ElasticNet_LS_TPSL,0,0.23823544149473325,0.16532636653024965,1.4410008911140224,2.265132421845239,-0.14728797141665473,207,-0.01661175475367699,-0.02174534954730418
RF_Long,0,0.12747685610533382,0.24414425932307374,0.5221374299718632,0.6581405538310642,-0.3876904164204435,795,-0.021156316189423627,-0.03599045889548456
