Strategy,Regime,Ann. Excess Return,Ann. Volatility,Sharpe,Sortino,Max Drawdown,Max DD Duration (Days),VaR 95% Daily,ES 95% Daily
SP500,COVID_Pandemic_OOS (2020-2021),0.2428392873336408,0.2603134945134295,0.9328724497650381,1.0210505307679434,-0.3436066453095367,109,-0.022558687941726222,-0.041847534095572375
LASSO_Long,COVID_Pandemic_OOS (2020-2021),3.6835336847375757,0.4327450043211513,8.51201896718819,24.321024768891778,-0.07794692128393778,6,-0.010665637505695704,-0.021717172859240005
LASSO_Short,COVID_Pandemic_OOS (2020-2021),-3.821909832074672,0.3986377882923563,-9.58742483608134,-9.48664623624077,-0.9996919319209487,517,-0.05115800027011632,-0.09470106210319115
LASSO_LS,COVID_Pandemic_OOS (2020-2021),6.600818650803987,0.494159376404296,13.357671565061093,4146.808352657565,-0.0037741935483871255,1,0.0026733559016232727,-0.001861494984896088
ElasticNet_Long,COVID_Pandemic_OOS (2020-2021),3.6829326980000814,0.43281713196603994,8.509211918831936,24.38294132830634,-0.07794692128393778,6,-0.010665637505695704,-0.02171965424881817
ElasticNet_Short,COVID_Pandemic_OOS (2020-2021),-3.820368718507587,0.3986805977272661,-9.582529825344215,-9.48736769647377,-0.9996909502235501,517,-0.05115800027011632,-0.09470106210319115
ElasticNet_LS,COVID_Pandemic_OOS (2020-2021),6.598771738230766,0.494252077967366,13.351024775390956,4300.708315692297,-0.0037741935483871255,1,0.0026733559016232727,-0.0018481177674749866
RF_Long,COVID_Pandemic_OOS (2020-2021),3.521673556896814,0.39424911736520163,8.932609869699746,22.85177361401164,-0.07950135862544645,8,-0.010351231640046367,-0.022075779629972078
RF_Short,COVID_Pandemic_OOS (2020-2021),-3.709321498868538,0.36559580924075125,-10.145962850536629,-10.162640660557772,-0.999597525302241,517,-0.04887788096949778,-0.08716725079121491
RF_LS,COVID_Pandemic_OOS (2020-2021),6.325600283944352,0.44337844598318943,14.26681955618606,489.066574322859,-0.003809523809523805,3,0.002975223575252966,-0.001800733337922831
XGB_Long,COVID_Pandemic_OOS (2020-2021),3.6150106983488857,0.41674532001030073,8.674388228905686,23.864744680180006,-0.07600968651762124,8,-0.010485332000480688,-0.021799753509538333
XGB_Short,COVID_Pandemic_OOS (2020-2021),-3.789733592888182,0.3878610133132668,-9.770854669085542,-9.740855445868135,-0.9996668212698904,517,-0.04955284420473832,-0.09285153929637921
XGB_LS,COVID_Pandemic_OOS (2020-2021),6.5016852491172115,0.47370590892381764,13.725151252362414,3511.125301544864,-0.0038032786885246637,1,0.002630584991948015,-0.0018761583309255974
LSTM_Long,COVID_Pandemic_OOS (2020-2021),3.595696783129104,0.4252289825906743,8.455907123786819,23.85282189758167,-0.08316152623713169,8,-0.010510938332082215,-0.021901939190905887
LSTM_Short,COVID_Pandemic_OOS (2020-2021),-3.6421526295933226,0.39746817889555985,-9.163381681808414,-9.086677695503425,-0.9995516554660777,517,-0.04813660342338072,-0.09360411791838051
LSTM_LS,COVID_Pandemic_OOS (2020-2021),6.414132460444926,0.4843162411719957,13.243686490718096,529.2599223377291,-0.0034516129032258775,1,0.0021519856151543345,-0.0017123178273179642
SP500,Post_COVID_OOS (2022-2024),0.09400139412673346,0.18125082592081135,0.5186260181115133,0.7387101477718608,-0.26058832736251325,510,-0.017893687941726227,-0.026348687941726224
LASSO_Long,Post_COVID_OOS (2022-2024),1.979661800758775,0.21493065327663088,9.210700151787147,20.736401622660658,-0.0761528741535935,15,-0.010246980168663914,-0.016581806071540108
LASSO_Short,Post_COVID_OOS (2022-2024),-2.8289018286715466,0.21123197086851203,-13.39239423388463,-15.158695488548958,-0.9998597811679875,780,-0.03521894021740898,-0.04502779526088687
LASSO_LS,Post_COVID_OOS (2022-2024),3.90370730563288,0.1758809995723958,22.19516215579639,281.14009339967714,-0.005731949122935836,4,0.0016101766540914382,-0.002526155305656493
ElasticNet_Long,Post_COVID_OOS (2022-2024),1.9809923801389018,0.21505718644868985,9.211467948835756,20.75121145071565,-0.0761528741535934,15,-0.010246980168663915,-0.016588999946593908
ElasticNet_Short,Post_COVID_OOS (2022-2024),-2.828499894922317,0.21128455508181804,-13.387158819190574,-15.153466603580766,-0.9998596092406875,780,-0.03521894021740898,-0.04503575725805394
ElasticNet_LS,Post_COVID_OOS (2022-2024),3.9047248398048042,0.17585047681096727,22.20480097988155,298.9958518381629,-0.0057319491229359115,4,0.0016435099874247722,-0.002525875630200211
RF_Long,Post_COVID_OOS (2022-2024),1.9536800904867155,0.2126638486669307,9.186705228618923,20.08808805796254,-0.0767802941325316,15,-0.01013892511418194,-0.016786590396724775
RF_Short,Post_COVID_OOS (2022-2024),-2.797734257389693,0.20778706263153965,-13.464429507581043,-15.364649498285976,-0.9998449199005676,780,-0.036049454616042996,-0.04389622463524042
RF_LS,Post_COVID_OOS (2022-2024),3.8466246008311518,0.1710692049062537,22.485780552607995,276.73926837449255,-0.006488769919648827,4,0.0015242165117770787,-0.002531129621614646
