Strategy,Scenario,Ann. Excess Return,Ann. Volatility,Sharpe,Sortino,Max Drawdown,Max DD Duration (Days),VaR 95% Daily,ES 95% Daily
SP500,COVID-19 Crash (Feb-Apr 2020),-0.45752378808243105,0.6781398248322609,-0.6746747076764005,-1.018207055491833,-0.34131001548781104,50,-0.06674400196017771,-0.09809400196017772
LASSO_LS,COVID-19 Crash (Feb-Apr 2020),0.37308595597707656,0.20315512026399984,1.8364585420847468,2.958817858997445,-0.05885244148794698,10,-0.02145943805201647,-0.024738459408235377
LASSO_LS_StopLoss,COVID-19 Crash (Feb-Apr 2020),0.37308595597707656,0.20315512026399984,1.8364585420847468,2.958817858997445,-0.05885244148794698,10,-0.02145943805201647,-0.024738459408235377
ElasticNet_LS,COVID-19 Crash (Feb-Apr 2020),0.37490557172757055,0.2050916882427298,1.8279900806309755,2.8777601115924383,-0.058820935032376585,10,-0.02144304460939352,-0.025025451213105815
ElasticNet_LS_StopLoss,COVID-19 Crash (Feb-Apr 2020),0.37490557172757055,0.2050916882427298,1.8279900806309755,2.8777601115924383,-0.058820935032376585,10,-0.02144304460939352,-0.025025451213105815
RF_LS,COVID-19 Crash (Feb-Apr 2020),0.5516198918618358,0.40022017703270624,1.378291059565338,2.2019513773204764,-0.15350470753453865,31,-0.035967564624554915,-0.04651046070007847
RF_LS_StopLoss,COVID-19 Crash (Feb-Apr 2020),0.5583569412567849,0.3944220539330945,1.415633166779002,2.169018095368642,-0.14772391397919055,31,-0.035967564624554915,-0.04651046070007847
XGB_LS,COVID-19 Crash (Feb-Apr 2020),0.18275204551717789,0.26496061954706635,0.6897328585266034,1.275423179650683,-0.13297555907031763,48,-0.023098255010991973,-0.02547456383034757
XGB_LS_StopLoss,COVID-19 Crash (Feb-Apr 2020),-0.8646889835936828,0.09295886291155024,-9.30184553157055,-9.719219838095098,-0.16428579256866815,50,-0.01659380904601433,-0.023060633931609315
LSTM_LS,COVID-19 Crash (Feb-Apr 2020),0.5310037341090161,0.34758460835077976,1.527696340262372,2.4997595507246633,-0.11813473851605025,20,-0.035476245628563136,-0.03731520263529889
LSTM_LS_StopLoss,COVID-19 Crash (Feb-Apr 2020),0.5310037341090161,0.34758460835077976,1.527696340262372,2.4997595507246633,-0.11813473851605025,20,-0.035476245628563136,-0.03731520263529889
SP500,Rate Hike Sell-Off (2022),-0.22190516063145113,0.254078569685921,-0.8733722049276292,-1.3842480759209292,-0.26063576863904325,215,-0.029244001960177714,-0.035848547414723174
LASSO_LS,Rate Hike Sell-Off (2022),-0.1723885950326993,0.11710558166180939,-1.472078380777292,-2.1017190964967227,-0.1552002409935808,215,-0.013445506864126131,-0.01798386379942218
LASSO_LS_StopLoss,Rate Hike Sell-Off (2022),-0.17784390794903596,0.0931296889826183,-1.909637086646222,-1.7299676483926063,-0.13379568834528227,215,-0.012727253846843947,-0.01731833966365527
ElasticNet_LS,Rate Hike Sell-Off (2022),-0.15865291915901036,0.11718606505330541,-1.3538548212779615,-1.91639157857716,-0.15222944403031033,215,-0.01369361977182077,-0.018233267708956377
ElasticNet_LS_StopLoss,Rate Hike Sell-Off (2022),-0.17546911678236132,0.09374326440690654,-1.8718050613291168,-1.6807713122719858,-0.13171311403122085,215,-0.013033736634567668,-0.017569357707518045
RF_LS,Rate Hike Sell-Off (2022),-0.4050000777191598,0.14515781972655725,-2.7900672418618813,-3.975767536005243,-0.29183478751255215,215,-0.015052729947975428,-0.02286718011829064
RF_LS_StopLoss,Rate Hike Sell-Off (2022),-0.17145715630885122,0.007938089190190787,-21.599298294698343,-22.052844602587705,-0.1350396504650546,215,-0.0014576271186440678,-0.0016084274952919018
XGB_LS,Rate Hike Sell-Off (2022),-0.4545652533150093,0.11454242640358245,-3.968531727391382,-6.316677894689273,-0.31432774508839456,215,-0.01278671853522934,-0.015978354518457794
XGB_LS_StopLoss,Rate Hike Sell-Off (2022),-0.3674920903954803,0.010762181594783945,-34.14661675785056,-35.41624440490999,-0.26880145619424084,215,-0.002535593220338983,-0.0028062660503338473
LSTM_LS,Rate Hike Sell-Off (2022),-0.20604275339757047,0.18188765160002393,-1.1328023182720743,-1.6236204321293772,-0.2427046448923446,215,-0.01921833177725373,-0.027529346153315027
LSTM_LS_StopLoss,Rate Hike Sell-Off (2022),-0.013171468926553688,0.002392029947654513,-5.506398002863164,-4.698022930928532,-0.010965305376584236,215,-0.00016666666666666674,-0.0003672787193973634
SP500,Yen Carry Trade Panic (Aug 2024),0.2991865060352155,0.23706419700157172,1.2620484654341622,1.736693093060836,-0.06564321561660343,11,-0.023269001960177713,-0.030094001960177717
LASSO_LS,Yen Carry Trade Panic (Aug 2024),0.23407385240025666,0.11143004094100879,2.1006350749182228,2.702744965056651,-0.029247757805786447,11,-0.009130053010043385,-0.01593985988821363
LASSO_LS_StopLoss,Yen Carry Trade Panic (Aug 2024),-0.0010677966101694887,0.0002690594553625,-3.968626966596886,0.0,-6.779661016953487e-05,13,-1.6949152542372837e-05,-6.779661016949135e-05
ElasticNet_LS,Yen Carry Trade Panic (Aug 2024),0.2708919090592915,0.09233585281562419,2.933767337376601,7.337190527509685,-0.007627247469343707,2,-0.0072771181739314785,-0.007627247469343649
ElasticNet_LS_StopLoss,Yen Carry Trade Panic (Aug 2024),-0.01388135593220337,0.00047626817056768743,-29.146092033942768,-38.908486381508006,-0.0008132571778708837,15,-0.00010169491525423725,-0.00010169491525423725
RF_LS,Yen Carry Trade Panic (Aug 2024),0.24877139172284682,0.13166900228301764,1.8893694598529875,2.699519158694943,-0.027116327237250843,10,-0.01322085355689458,-0.014511197145582038
RF_LS_StopLoss,Yen Carry Trade Panic (Aug 2024),-0.16497457627118645,0.013476226314065505,-12.241897132507932,-12.241897132507932,-0.010126670031747213,15,-0.002788135593220339,-0.0028135593220338984
XGB_LS,Yen Carry Trade Panic (Aug 2024),-0.40908359736197025,0.10693862611399459,-3.825405395856636,-4.709720715204955,-0.04496587570838925,15,-0.013048642705643768,-0.014571995638780935
XGB_LS_StopLoss,Yen Carry Trade Panic (Aug 2024),-0.5723389830508474,0.011386440173376852,-50.264962036955055,-50.264962036955055,-0.03261493130675893,15,-0.0033135593220338985,-0.003593220338983051
LSTM_LS,Yen Carry Trade Panic (Aug 2024),0.24881184222024247,0.09738355423180793,2.5549677682535665,4.232993166070364,-0.019050258270817463,11,-0.00830160778663005,-0.01075119502238992
LSTM_LS_StopLoss,Yen Carry Trade Panic (Aug 2024),-0.005338983050847444,0.00033317050509303276,-16.024777011268192,-29.764702249476645,-0.0003389324950257011,13,-4.237288135593209e-05,-6.779661016949135e-05
