Model,Accuracy,ROC_AUC,Daily_IC,ICIR
LASSO,0.5253231610889079,0.49708324314298513,-0.0038243066847609133,-0.37316833146756484
Elastic Net,0.5253231610889079,0.4968923623567034,-0.003745106758309868,-0.36508953400743366
Random Forest,0.5236528665160957,0.5111551729712513,0.021447815024020326,1.8849862035156748
XGBoost,0.5251101421020037,0.5044541115862821,0.008409304243314665,0.7530193940508192
