,FM_Coeff,Annualized_Spread_%
beta_mkt_5f_252d,0.0003592748411925971,9.053725998053446
beta_smb_5f_252d,-0.00013751270890740563,-3.4653202644666217
beta_hml_5f_252d,-2.5748889598279533e-05,-0.6488720178766443
beta_rmw_5f_252d,0.00017526248485455636,4.41661461833482
beta_cma_5f_252d,-0.00013405057221242494,-3.3780744197531085
