Strategy,Regime,Ann. Excess Return,Ann. Volatility,Sharpe,Sortino,Max Drawdown,Max DD Duration (Days),VaR 95% Daily,ES 95% Daily
SP500,COVID_Pandemic_OOS (2020-2021),0.24308352612243922,0.2603134945134295,0.9338106984303828,1.0220774656913445,-0.34359172435664215,109,-0.02255771874018337,-0.04184656489402953
LASSO_Long,COVID_Pandemic_OOS (2020-2021),0.21958090511711562,0.2680800554887344,0.8190870623209905,0.9645940925938762,-0.31523907883122954,76,-0.0224343106873879,-0.04119816641511698
LASSO_Short,COVID_Pandemic_OOS (2020-2021),0.25305221400540284,0.40406890076036284,0.6262600599284379,0.8303005312431094,-0.46900317517298334,221,-0.035090474365869144,-0.060604969734853444
LASSO_LS,COVID_Pandemic_OOS (2020-2021),-0.0648842491012274,0.3028619831929802,-0.21423702115786486,-0.2689062224815949,-0.5153825416057477,427,-0.03394135655697919,-0.04848531338597183
ElasticNet_Long,COVID_Pandemic_OOS (2020-2021),0.2202913428915268,0.26809625240779267,0.8216875130221838,0.9676675229009071,-0.3152390788312298,76,-0.0224343106873879,-0.04118137002805084
ElasticNet_Short,COVID_Pandemic_OOS (2020-2021),0.2520010340798338,0.40403419833215787,0.6237121390221105,0.8263569475295357,-0.46900317517298334,221,-0.035090474365869144,-0.060604969734853444
ElasticNet_LS,COVID_Pandemic_OOS (2020-2021),-0.06319535867397451,0.30278577855779965,-0.20871310064488702,-0.26222408889836185,-0.5135979127171523,427,-0.03394135655697919,-0.048439479986839916
RF_Long,COVID_Pandemic_OOS (2020-2021),0.30272794440719075,0.2780151244922618,1.0888901996251532,1.273524440557907,-0.3263744720009992,69,-0.024058342617021108,-0.0435822279283713
RF_Short,COVID_Pandemic_OOS (2020-2021),0.15430571387414416,0.44274209063304937,0.3485228017365867,0.4436647093276719,-0.5801892240353632,275,-0.03633490881061921,-0.06767079414999806
RF_LS,COVID_Pandemic_OOS (2020-2021),0.07855490866572483,0.32236640370666436,0.24368205793928036,0.2953798817567702,-0.4303637316129818,467,-0.03555951583967087,-0.051273861132354534
XGB_Long,COVID_Pandemic_OOS (2020-2021),0.21091162686998324,0.27373620796057097,0.7704922503359987,0.8770785712991837,-0.3424933711444634,107,-0.023386356312199194,-0.04358562495879695
XGB_Short,COVID_Pandemic_OOS (2020-2021),0.09641239149364558,0.4424733032119333,0.21789425665635365,0.2817010822029527,-0.56700571125856,288,-0.03588647295041781,-0.06648325886000442
XGB_LS,COVID_Pandemic_OOS (2020-2021),-0.063367431290329,0.3179960845706913,-0.19927110541589788,-0.24033813380804975,-0.5291675432026435,467,-0.03438232888600795,-0.05073966974625404
LSTM_Long,COVID_Pandemic_OOS (2020-2021),0.27853947068156554,0.28876212060506673,0.9645983694049592,1.1260632672490165,-0.3694976726489201,79,-0.02567234834219489,-0.04404639900501872
LSTM_Short,COVID_Pandemic_OOS (2020-2021),0.3198922868169331,0.335118030362999,0.9545660269918231,1.2637694292434922,-0.39624919894600424,109,-0.029076977449256407,-0.049124478677228516
LSTM_LS,COVID_Pandemic_OOS (2020-2021),-0.06253676371931507,0.1867991399826413,-0.3347807903458572,-0.4329814952722819,-0.33432325759766307,422,-0.022580903370940174,-0.03042135792197789
SP500,Post_COVID_OOS (2022-2024),0.10114277221063261,0.1819519517195509,0.5558762698326403,0.7966534664256963,-0.26044188323781364,510,-0.017902718740183374,-0.0264321924243939
LASSO_Long,Post_COVID_OOS (2022-2024),0.00614074529779475,0.1884353229791015,0.03258807956338309,0.04931054148224949,-0.3100401071466749,759,-0.019621060163278845,-0.026706017426713167
LASSO_Short,Post_COVID_OOS (2022-2024),0.01559507549130495,0.21062350018539214,0.07404242868235532,0.10737380694212798,-0.3329372707644717,698,-0.021665974133184513,-0.029800638946367426
LASSO_LS,Post_COVID_OOS (2022-2024),-0.03292530007103416,0.11468372531717816,-0.2870965342290147,-0.408666425390703,-0.18060542661235288,361,-0.011411383951400483,-0.01706821406517909
ElasticNet_Long,Post_COVID_OOS (2022-2024),0.005918276485383735,0.1884783118751214,0.031400305035122346,0.047503663874644116,-0.30991807287814715,759,-0.019621060163278845,-0.02672341366386086
ElasticNet_Short,Post_COVID_OOS (2022-2024),0.016010834604649818,0.2106706163340578,0.07599937230573074,0.1101936017451864,-0.3326091126217789,698,-0.021665974133184513,-0.029799645897708033
ElasticNet_LS,Post_COVID_OOS (2022-2024),-0.033614041071930716,0.11468782460644861,-0.2930916266593889,-0.41716480529977734,-0.18142534805518326,358,-0.011411383951400483,-0.017082593225935163
RF_Long,Post_COVID_OOS (2022-2024),0.03155560376379608,0.18693948719321954,0.1688011678944021,0.25690414973647824,-0.27272558781968426,711,-0.01825190537729045,-0.02584806878787789
RF_Short,Post_COVID_OOS (2022-2024),-0.10820730819197714,0.21549244794410996,-0.5021396769321668,-0.7215096053445456,-0.4479296297354828,698,-0.022052442629045193,-0.031050763607527388
RF_LS,Post_COVID_OOS (2022-2024),0.045991180740943674,0.09598524989807426,0.47914841905169003,0.7268686879495271,-0.11223166307411044,121,-0.009634539276951447,-0.012889341668732497
XGB_Long,Post_COVID_OOS (2022-2024),-0.0039060265903010424,0.19510789065742543,-0.020019828911785668,-0.030934459951559797,-0.28348760413495244,758,-0.01991663701938948,-0.026697079059122716
XGB_Short,Post_COVID_OOS (2022-2024),-0.10137156492868238,0.22565676601970203,-0.44922900703022417,-0.625345017322382,-0.45756954599011435,759,-0.02244094650964151,-0.033010029859582506
XGB_LS,Post_COVID_OOS (2022-2024),0.00245646849395899,0.11359725583361617,0.021624364743079133,0.03245882238176454,-0.1344954857063695,210,-0.01094017190706025,-0.015955361504648543
LSTM_Long,Post_COVID_OOS (2022-2024),0.03445720171104502,0.19075895285097963,0.18063216009558877,0.2575914921481633,-0.2803412286516566,692,-0.018656533993255234,-0.027249610054631803
LSTM_Short,Post_COVID_OOS (2022-2024),-0.03723986111543065,0.2043963816558804,-0.18219432660078733,-0.2690816971547852,-0.3858481636849237,759,-0.020605882167334572,-0.02873450984817867
LSTM_LS,Post_COVID_OOS (2022-2024),0.04688077682846177,0.07647708933894376,0.6130041981682621,0.7974644929140716,-0.061980951481145276,161,-0.007107515205093595,-0.011442392390902369
