Model,Accuracy,ROC_AUC,Daily_IC,ICIR
LASSO,0.5235822867633513,0.508168220073571,0.01689268066654023,1.2629313459207576
Elastic Net,0.5234806471899834,0.5083193184919481,0.017359075909551592,1.2981623712148307
Random Forest,0.5243992148342957,0.5089170508193777,0.01840877072031771,1.5793034742900955
XGBoost,0.5219636765574677,0.5062493352126415,0.013914434191313914,1.3159993734911342
