Strategy,TxCost (bps),Ann. Excess Return,Ann. Volatility,Sharpe,Sortino,Max Drawdown,Max DD Duration (Days),VaR 95% Daily,ES 95% Daily
SP500,0,0.15335322529007295,0.2162243611786201,0.7092319498790882,0.8681178334849475,-0.3436066453095367,515,-0.019593687941726223,-0.03265277885081713
LASSO_Long,0,3.110180293165475,0.3240649053662456,9.597399291510662,25.699487833619877,-0.07446884492110313,14,-0.008639186809206594,-0.01694650292694881
LASSO_Short,0,-2.7724999126005527,0.3019983588052631,-9.180513177518085,-9.289341155827703,-0.9999995503997208,1298,-0.03884640974598752,-0.06530444021837913
LASSO_LS,0,5.882680205766028,0.35001871911033733,16.806758851979044,0.0,0.0,0,0.005641524313487185,0.001252850625225487
LASSO_LS_StopLoss,0,5.882680205766028,0.35001871911033733,16.806758851979044,0.0,0.0,0,0.005641524313487185,0.001252850625225487
ElasticNet_Long,0,3.110752077046531,0.32414344570957165,9.596837814310534,25.733007675529834,-0.07446884492110313,14,-0.008687252266589996,-0.016950425513362753
ElasticNet_Short,0,-2.771689410300163,0.3020355056124037,-9.17670061564556,-9.283094762188284,-0.9999995485222566,1298,-0.03884640974598752,-0.065310300219791
ElasticNet_LS,0,5.882441487346694,0.3500419138489759,16.80496321901796,0.0,0.0,0,0.005627144790839932,0.001254346057643064
ElasticNet_LS_StopLoss,0,5.882441487346694,0.3500419138489759,16.80496321901796,0.0,0.0,0,0.005627144790839932,0.001254346057643064
RF_Long,0,3.0297246993440843,0.30223681666120505,10.024340293195584,24.579024590200614,-0.07611755560383188,14,-0.00845699787722098,-0.017216362193242997
RF_Short,0,-2.7087308308794773,0.28296582178340807,-9.572643133391688,-9.846301101731928,-0.9999993506963856,1298,-0.038162324925797325,-0.06141522958427945
RF_LS,0,5.738455530223562,0.3186777891862326,18.00707713228818,0.0,0.0,0,0.005511278999206977,0.001252646284753178
RF_LS_StopLoss,0,5.738455530223562,0.3186777891862326,18.00707713228818,0.0,0.0,0,0.005511278999206977,0.001252646284753178
