Model,Accuracy,ROC_AUC,Daily_IC,ICIR
LASSO,0.5256503109492245,0.5848530858149876,0.20743042018924535,22.817376357689266
Elastic Net,0.5256503109492245,0.5848772389514862,0.20745887420679013,22.822929072775146
Random Forest,0.5923649788582763,0.623962480019987,0.3080581140199934,51.44674733053555
XGBoost,0.5913456583582163,0.6240481713250154,0.3193310814729507,51.73187741281946
