Strategy,Alpha (Ann. %),Alpha t-stat,R2,Beta_mkt_rf,t_mkt_rf,Beta_smb,t_smb,Beta_hml,t_hml,Beta_rmw,t_rmw,Beta_cma,t_cma
LASSO_LS_net10bps,-17.50965761401097,-2.8410013478702716,0.4431226374707189,-0.22481400825565145,-5.939963993814424,-0.38410529948303773,-5.985353861907574,-0.5778113467561902,-7.77300625450299,0.24123754074970788,3.8753903767397104,0.436231207749934,4.214773099064248
ElasticNet_LS_net10bps,-18.296299964397093,-2.814826914543548,0.42665945190237575,-0.22948587732727563,-5.838778220959293,-0.38846695766717787,-5.7937124202121355,-0.5688102402497003,-7.374659760488845,0.27860613683084917,3.9324986912865256,0.4619588558987965,4.259393254716936
RF_LS_net10bps,-10.077154037586904,-1.2186048492371213,0.5526359898478652,-0.3382958261046534,-5.262025462903778,-0.7874150372667983,-7.849038063857663,-0.7990035676540624,-7.936192430504997,0.39759781773867825,4.103525905998437,0.533613864673831,3.167360903290308
XGB_LS_net10bps,-8.923340329041272,-1.0882825215442606,0.5397356349620528,-0.3364174906434094,-6.676606345945036,-0.6104857995622106,-5.986258234373946,-0.8616829623056955,-8.33161007637675,0.3054918741250544,3.4284199903964594,0.7016946682285383,4.526298822640343
LSTM_LS_net10bps,-8.740763698575416,-1.0536873172946317,0.5323297768416879,-0.3937513875219076,-6.350403030658599,-0.6367385234141396,-7.176734218500836,-0.7759873146952544,-7.998527554590388,0.4033493023939043,3.964462074173945,0.6817371863829377,4.6726448419806985
